customer_id,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CLV,Customer_segment,Next_Best_Action,plan_type
CUST352,80 days,940,204.67,5,5,5,5.0,2046.7,VIP,Offer exclusive content + loyalty rewards,Standard
CUST353,326 days,51,11.83,1,1,1,1.0,118.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST354,209 days,57,15.78,2,1,1,1.5,157.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST355,212 days,441,141.38,2,3,4,2.7,1413.8,At Risk,Win-back campaign + survey for feedback,Premium
CUST356,98 days,1122,219.32,3,5,5,4.0,2193.2,Loyal,Upsell to premium plan + referral program,Standard
CUST357,79 days,799,186.75,5,5,5,5.0,1867.5,VIP,Offer exclusive content + loyalty rewards,Standard
CUST358,183 days,300,111.09,2,3,3,2.5,1110.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST359,96 days,52,14.14,4,1,1,2.5,141.4,At Risk,Win-back campaign + survey for feedback,Basic
CUST360,103 days,448,160.23,3,4,4,3.5,1602.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST361,78 days,1032,246.75,5,5,5,5.0,2467.5,VIP,Offer exclusive content + loyalty rewards,Standard
CUST362,177 days,51,15.2,2,1,1,1.5,152.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST363,78 days,429,96.52,5,3,3,4.0,965.2,Loyal,Upsell to premium plan + referral program,Basic
CUST364,83 days,693,251.43,5,5,5,5.0,2514.3,VIP,Offer exclusive content + loyalty rewards,Standard
CUST365,175 days,588,142.66,2,4,4,3.0,1426.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST366,100 days,720,175.76,3,5,4,3.8,1757.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST367,95 days,560,105.45,4,4,3,3.8,1054.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST368,92 days,488,116.66,4,4,3,3.8,1166.6,Average,Re-engagement emails + limited-time discounts,Premium
CUST369,83 days,238,74.25,5,2,3,3.7,742.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST370,240 days,686,142.9,1,5,4,2.8,1429.0,At Risk,Win-back campaign + survey for feedback,Standard
CUST371,104 days,450,131.1,3,4,4,3.5,1311.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST372,80 days,735,232.35,5,5,5,5.0,2323.5,VIP,Offer exclusive content + loyalty rewards,Standard
CUST373,378 days,564,122.49,1,4,4,2.5,1224.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST374,437 days,25,6.3,1,1,1,1.0,63.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST375,311 days,104,29.68,1,2,2,1.5,296.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST376,80 days,1197,284.13,5,5,5,5.0,2841.3,VIP,Offer exclusive content + loyalty rewards,Premium
CUST377,99 days,525,107.08,3,4,3,3.3,1070.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST378,358 days,196,47.33,1,2,2,1.5,473.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST379,234 days,770,156.49,2,5,4,3.3,1564.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST380,84 days,882,222.28,5,5,5,5.0,2222.8,VIP,Offer exclusive content + loyalty rewards,Standard
CUST381,102 days,248,51.3,3,3,2,2.8,513.0,At Risk,Win-back campaign + survey for feedback,Basic
CUST382,91 days,432,93.43,4,3,3,3.5,934.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST383,166 days,20,6.55,2,1,1,1.5,65.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST384,83 days,378,181.29,5,3,5,4.4,1812.9,Loyal,Upsell to premium plan + referral program,Basic
CUST385,103 days,23,7.21,3,1,1,2.0,72.1,At Risk,Win-back campaign + survey for feedback,Basic
CUST386,94 days,660,167.58,4,4,4,4.0,1675.8,Loyal,Upsell to premium plan + referral program,Premium
CUST387,195 days,342,85.87,2,3,3,2.5,858.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST388,267 days,40,7.02,1,1,1,1.0,70.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST389,103 days,715,145.89,3,5,4,3.8,1458.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST390,116 days,44,17.47,2,1,1,1.5,174.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST391,115 days,36,7.12,2,1,1,1.5,71.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST392,102 days,608,207.61,3,4,5,3.7,2076.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST393,83 days,342,63.83,5,3,2,3.8,638.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST394,104 days,90,35.79,3,2,2,2.5,357.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST395,219 days,416,93.69,2,3,3,2.5,936.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST396,103 days,540,190.82,3,4,5,3.7,1908.2,Average,Re-engagement emails + limited-time discounts,Standard
CUST397,238 days,52,10.41,1,1,1,1.0,104.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST398,223 days,490,104.68,2,4,3,2.8,1046.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST399,96 days,56,27.55,4,1,2,2.7,275.5,At Risk,Win-back campaign + survey for feedback,Basic
CUST400,123 days,52,11.53,2,1,1,1.5,115.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST401,77 days,312,90.93,5,3,3,4.0,909.3,Loyal,Upsell to premium plan + referral program,Basic
CUST402,98 days,432,120.48,3,3,4,3.2,1204.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST403,196 days,704,373.4,2,5,5,3.5,3734.0,Average,Re-engagement emails + limited-time discounts,Premium
CUST404,217 days,845,220.59,2,5,5,3.5,2205.9,Average,Re-engagement emails + limited-time discounts,Premium
CUST405,100 days,990,336.97,3,5,5,4.0,3369.7,Loyal,Upsell to premium plan + referral program,Premium
CUST406,332 days,184,45.4,1,2,2,1.5,454.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST407,305 days,51,10.83,1,1,1,1.0,108.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST408,97 days,648,135.61,4,4,4,4.0,1356.1,Loyal,Upsell to premium plan + referral program,Basic
CUST409,286 days,42,11.75,1,1,1,1.0,117.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST410,90 days,410,110.46,4,3,3,3.5,1104.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST411,76 days,66,22.82,5,1,2,3.2,228.2,Average,Re-engagement emails + limited-time discounts,Standard
CUST412,76 days,37,11.83,5,1,1,3.0,118.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST413,438 days,264,76.82,1,3,3,2.0,768.2,At Risk,Win-back campaign + survey for feedback,Basic
CUST414,207 days,544,421.99,2,4,5,3.2,4219.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST415,96 days,832,268.82,4,5,5,4.5,2688.2,Loyal,Upsell to premium plan + referral program,Premium
CUST416,90 days,300,65.99,4,3,2,3.3,659.9,Average,Re-engagement emails + limited-time discounts,Basic
CUST417,201 days,37,10.74,2,1,1,1.5,107.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST418,81 days,188,68.64,5,2,3,3.7,686.4,Average,Re-engagement emails + limited-time discounts,Premium
CUST419,264 days,30,11.48,1,1,1,1.0,114.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST420,264 days,294,75.45,1,3,3,2.0,754.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST421,105 days,384,105.46,3,3,3,3.0,1054.6,Average,Re-engagement emails + limited-time discounts,Basic
CUST422,431 days,200,42.69,1,2,2,1.5,426.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST423,92 days,282,91.8,4,3,3,3.5,918.0,Average,Re-engagement emails + limited-time discounts,Premium
CUST424,273 days,736,164.45,1,5,4,2.8,1644.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST425,255 days,624,138.3,1,4,4,2.5,1383.0,At Risk,Win-back campaign + survey for feedback,Standard
CUST426,178 days,320,128.0,2,3,4,2.7,1280.0,At Risk,Win-back campaign + survey for feedback,Basic
CUST427,92 days,392,96.96,4,3,3,3.5,969.6,Average,Re-engagement emails + limited-time discounts,Basic
CUST428,378 days,41,15.62,1,1,1,1.0,156.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST429,91 days,288,72.3,4,3,3,3.5,723.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST430,89 days,392,86.0,4,3,3,3.5,860.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST431,88 days,648,115.25,4,4,3,3.8,1152.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST432,81 days,36,10.09,5,1,1,3.0,100.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST433,78 days,207,48.84,5,2,2,3.5,488.4,Average,Re-engagement emails + limited-time discounts,Premium
CUST434,119 days,55,11.21,2,1,1,1.5,112.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST435,115 days,22,6.88,2,1,1,1.5,68.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST436,97 days,960,216.8,4,5,5,4.5,2168.0,Loyal,Upsell to premium plan + referral program,Standard
CUST437,192 days,624,130.12,2,4,4,3.0,1301.2,Average,Re-engagement emails + limited-time discounts,Standard
CUST438,88 days,583,121.29,4,4,4,4.0,1212.9,Loyal,Upsell to premium plan + referral program,Standard
CUST439,149 days,48,16.01,2,1,1,1.5,160.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST440,419 days,39,10.22,1,1,1,1.0,102.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST441,103 days,748,390.59,3,5,5,4.0,3905.9,Loyal,Upsell to premium plan + referral program,Premium
CUST442,171 days,43,10.16,2,1,1,1.5,101.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST443,80 days,370,64.32,5,3,2,3.8,643.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST444,97 days,495,101.08,4,4,3,3.8,1010.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST445,314 days,238,45.96,1,2,2,1.5,459.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST446,92 days,975,227.93,4,5,5,4.5,2279.3,Loyal,Upsell to premium plan + referral program,Premium
CUST447,98 days,30,10.27,3,1,1,2.0,102.7,At Risk,Win-back campaign + survey for feedback,Standard
CUST448,100 days,432,95.97,3,3,3,3.0,959.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST449,418 days,140,47.08,1,2,2,1.5,470.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST450,101 days,374,72.75,3,3,3,3.0,727.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST451,90 days,1080,212.22,4,5,5,4.5,2122.2,Loyal,Upsell to premium plan + referral program,Standard
CUST452,170 days,455,134.58,2,4,4,3.0,1345.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST453,210 days,37,6.98,2,1,1,1.5,69.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST454,81 days,60,19.87,5,1,1,3.0,198.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST455,102 days,330,108.44,3,3,3,3.0,1084.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST456,93 days,46,17.09,4,1,1,2.5,170.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST457,93 days,630,166.13,4,4,4,4.0,1661.3,Loyal,Upsell to premium plan + referral program,Standard
CUST458,79 days,594,143.46,5,4,4,4.5,1434.6,Loyal,Upsell to premium plan + referral program,Basic
CUST459,182 days,670,169.63,2,5,4,3.3,1696.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST460,179 days,216,44.39,2,2,2,2.0,443.9,At Risk,Win-back campaign + survey for feedback,Basic
CUST461,243 days,270,64.69,1,3,2,1.8,646.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST462,88 days,396,75.33,4,3,3,3.5,753.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST463,391 days,162,30.79,1,2,2,1.5,307.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST464,87 days,836,229.92,5,5,5,5.0,2299.2,VIP,Offer exclusive content + loyalty rewards,Standard
CUST465,375 days,41,10.47,1,1,1,1.0,104.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST466,180 days,722,134.3,2,5,4,3.3,1343.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST467,94 days,483,144.19,4,4,4,4.0,1441.9,Loyal,Upsell to premium plan + referral program,Basic
CUST468,228 days,50,11.97,2,1,1,1.5,119.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST469,86 days,122,62.63,5,2,2,3.5,626.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST470,155 days,64,17.5,2,1,1,1.5,175.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST471,78 days,30,6.61,5,1,1,3.0,66.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST472,94 days,66,23.18,4,1,2,2.7,231.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST473,404 days,318,92.85,1,3,3,2.0,928.5,At Risk,Win-back campaign + survey for feedback,Premium
CUST474,79 days,86,20.41,5,2,1,3.3,204.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST475,309 days,45,17.13,1,1,1,1.0,171.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST476,87 days,720,134.46,5,5,4,4.8,1344.6,VIP,Offer exclusive content + loyalty rewards,Basic
CUST477,101 days,41,16.5,3,1,1,2.0,165.0,At Risk,Win-back campaign + survey for feedback,Premium
CUST478,236 days,518,155.9,2,4,4,3.0,1559.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST479,86 days,301,111.3,5,3,3,4.0,1113.0,Loyal,Upsell to premium plan + referral program,Premium
CUST480,93 days,117,32.94,4,2,2,3.0,329.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST481,76 days,612,195.51,5,4,5,4.7,1955.1,VIP,Offer exclusive content + loyalty rewards,Standard
CUST482,78 days,645,220.08,5,4,5,4.7,2200.8,VIP,Offer exclusive content + loyalty rewards,Premium
CUST483,79 days,735,151.73,5,5,4,4.8,1517.3,VIP,Offer exclusive content + loyalty rewards,Basic
CUST484,178 days,602,166.04,2,4,4,3.0,1660.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST485,314 days,495,110.2,1,4,3,2.3,1102.0,At Risk,Win-back campaign + survey for feedback,Standard
CUST486,285 days,54,10.2,1,1,1,1.0,102.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST487,202 days,48,16.68,2,1,1,1.5,166.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST488,244 days,276,82.83,1,3,3,2.0,828.3,At Risk,Win-back campaign + survey for feedback,Basic
CUST489,233 days,742,150.89,2,5,4,3.3,1508.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST490,83 days,805,234.42,5,5,5,5.0,2344.2,VIP,Offer exclusive content + loyalty rewards,Standard
CUST491,386 days,20,7.0,1,1,1,1.0,70.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST492,210 days,180,50.85,2,2,2,2.0,508.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST493,101 days,360,125.23,3,3,4,3.2,1252.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST494,103 days,384,92.56,3,3,3,3.0,925.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST495,88 days,1034,334.77,4,5,5,4.5,3347.7,Loyal,Upsell to premium plan + referral program,Premium
CUST496,77 days,1080,218.96,5,5,5,5.0,2189.6,VIP,Offer exclusive content + loyalty rewards,Standard
CUST497,287 days,96,36.21,1,2,2,1.5,362.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST498,78 days,720,298.56,5,5,5,5.0,2985.6,VIP,Offer exclusive content + loyalty rewards,Premium
CUST499,97 days,510,199.59,4,4,5,4.2,1995.9,Loyal,Upsell to premium plan + referral program,Standard
CUST500,150 days,46,15.72,2,1,1,1.5,157.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST501,90 days,1050,243.15,4,5,5,4.5,2431.5,Loyal,Upsell to premium plan + referral program,Standard
CUST502,86 days,624,174.25,5,4,4,4.5,1742.5,Loyal,Upsell to premium plan + referral program,Premium
CUST503,84 days,400,313.11,5,3,5,4.4,3131.1,Loyal,Upsell to premium plan + referral program,Basic
CUST504,210 days,220,60.16,2,2,2,2.0,601.6,At Risk,Win-back campaign + survey for feedback,Premium
CUST505,264 days,495,102.79,1,4,3,2.3,1027.9,At Risk,Win-back campaign + survey for feedback,Basic
CUST506,82 days,297,105.75,5,3,3,4.0,1057.5,Loyal,Upsell to premium plan + referral program,Standard
CUST507,90 days,52,10.65,4,1,1,2.5,106.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST508,82 days,1092,237.93,5,5,5,5.0,2379.3,VIP,Offer exclusive content + loyalty rewards,Standard
CUST509,140 days,41,11.45,2,1,1,1.5,114.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST510,245 days,108,22.36,1,2,2,1.5,223.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST511,286 days,656,170.82,1,4,4,2.5,1708.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST512,85 days,792,156.15,5,5,4,4.8,1561.5,VIP,Offer exclusive content + loyalty rewards,Basic
CUST513,402 days,120,20.31,1,2,1,1.3,203.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST514,234 days,340,64.08,2,3,2,2.3,640.8,At Risk,Win-back campaign + survey for feedback,Basic
CUST515,96 days,390,120.73,4,3,4,3.7,1207.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST516,305 days,22,6.47,1,1,1,1.0,64.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST517,86 days,416,80.4,5,3,3,4.0,804.0,Loyal,Upsell to premium plan + referral program,Standard
CUST518,382 days,294,70.93,1,3,3,2.0,709.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST519,88 days,702,120.83,4,5,4,4.3,1208.3,Loyal,Upsell to premium plan + referral program,Basic
CUST520,188 days,615,169.81,2,4,4,3.0,1698.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST521,80 days,760,293.42,5,5,5,5.0,2934.2,VIP,Offer exclusive content + loyalty rewards,Premium
CUST522,105 days,40,13.68,3,1,1,2.0,136.8,At Risk,Win-back campaign + survey for feedback,Basic
CUST523,81 days,468,125.61,5,4,4,4.5,1256.1,Loyal,Upsell to premium plan + referral program,Standard
CUST524,99 days,47,10.65,3,1,1,2.0,106.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST525,101 days,528,129.52,3,4,4,3.5,1295.2,Average,Re-engagement emails + limited-time discounts,Standard
CUST526,104 days,310,114.74,3,3,3,3.0,1147.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST527,89 days,966,231.32,4,5,5,4.5,2313.2,Loyal,Upsell to premium plan + referral program,Standard
CUST528,87 days,296,95.72,5,3,3,4.0,957.2,Loyal,Upsell to premium plan + referral program,Standard
CUST529,79 days,84,19.05,5,2,1,3.3,190.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST530,188 days,50,11.0,2,1,1,1.5,110.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST531,81 days,882,201.15,5,5,5,5.0,2011.5,VIP,Offer exclusive content + loyalty rewards,Standard
CUST532,288 days,240,136.49,1,2,4,1.9,1364.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
